"Validation Configuration ID","Configuration ","Sample Call String"
"1","-bs '100' -decay '0.0028747495214117' -ep '250' -lr '0.04373439397491129' -momentum '0.8409359045483542' -nh '1000'","./wrapper.sh no_instance 0 1.7976931348623157E308 2147483647 -1 -bs '100' -decay '0.0028747495214117' -ep '250' -lr '0.04373439397491129' -momentum '0.8409359045483542' -nh '1000' "
