1: bs='100', decay='1.0E-4', ep='250', lr='0.1', momentum='0.5', nh='1000'
22: bs='81', decay='0.00985642847177181', ep='166', lr='0.047994830499437244', momentum='0.5618318050902633', nh='964'
23: bs='13', decay='0.008324593903183054', ep='157', lr='0.013373375288734534', momentum='0.9742171676202842', nh='960'
24: bs='47', decay='0.008062243049406191', ep='112', lr='0.09892783400211606', momentum='0.60959872800516', nh='408'
25: bs='27', decay='0.008454266617466469', ep='132', lr='0.020304987673906212', momentum='0.9819000116856782', nh='384'
26: bs='98', decay='0.004792893789296801', ep='170', lr='0.026714505109275304', momentum='0.36379623300213015', nh='160'
27: bs='88', decay='0.009123998537667564', ep='166', lr='0.04287006189414242', momentum='0.9779622619932835', nh='880'
28: bs='96', decay='0.005250212877767414', ep='100', lr='0.051505249101081355', momentum='0.6148921619544818', nh='581'
29: bs='66', decay='0.009626526190686687', ep='105', lr='0.03712122576211008', momentum='0.9778404590444654', nh='140'
30: bs='89', decay='0.008033426423866806', ep='247', lr='0.049215568674901906', momentum='0.43791219767246903', nh='856'
31: bs='65', decay='0.008546140004560169', ep='171', lr='0.04811222880780372', momentum='0.9823058946595626', nh='545'
32: bs='47', decay='0.004021805710573177', ep='215', lr='0.052276228989305756', momentum='0.655068472258147', nh='645'
33: bs='54', decay='0.0025993265876533946', ep='230', lr='0.02314568964740741', momentum='0.6053971603121837', nh='387'
34: bs='40', decay='0.001196113479168055', ep='111', lr='0.07683222480852048', momentum='0.3250065164681821', nh='222'
35: bs='17', decay='0.003565949730274247', ep='232', lr='0.031038405572234744', momentum='0.7839977205453421', nh='443'
36: bs='57', decay='0.004739941308856916', ep='233', lr='0.02712251182659209', momentum='0.35898586010134936', nh='696'
37: bs='15', decay='0.0016041348536118664', ep='247', lr='0.04696186826196563', momentum='0.7665728407077418', nh='366'
38: bs='17', decay='0.007106326179306662', ep='123', lr='0.08615568495374704', momentum='0.45341789087051954', nh='410'
39: bs='30', decay='0.0038627650188757085', ep='223', lr='0.018005709111236057', momentum='0.6490406618674809', nh='380'
40: bs='49', decay='0.0054895063202155285', ep='120', lr='0.040527852441143764', momentum='0.702613486322913', nh='183'
41: bs='41', decay='0.0018367448578655648', ep='235', lr='0.051779429507124365', momentum='0.7570571978569738', nh='411'
42: bs='37', decay='0.00886576711281382', ep='169', lr='0.0689886300242534', momentum='0.6140881729002243', nh='641'
43: bs='53', decay='0.004331063060458542', ep='248', lr='0.011491932755865231', momentum='0.7007174202209849', nh='419'
44: bs='66', decay='0.005501113967120577', ep='225', lr='0.04202265389296062', momentum='0.9988170954543913', nh='519'
45: bs='75', decay='0.00986902503275442', ep='214', lr='0.0924819243937572', momentum='0.903865207844395', nh='686'
46: bs='94', decay='0.0023159726227808797', ep='211', lr='0.08817510306108377', momentum='0.9989158940822391', nh='637'
47: bs='58', decay='0.0025385581704170986', ep='161', lr='0.08564045017758297', momentum='0.9951754916553148', nh='638'
48: bs='27', decay='0.004100030940997426', ep='229', lr='0.0820088505604424', momentum='0.9989682002667521', nh='243'
49: bs='95', decay='0.0013605267467122339', ep='232', lr='0.03391081665756641', momentum='1.0065137234824357', nh='400'
50: bs='75', decay='0.0033111066419682237', ep='141', lr='0.03935869735726403', momentum='1.0002815499603026', nh='416'
51: bs='97', decay='0.001444598596538808', ep='170', lr='0.028795167644453272', momentum='0.4193620627314229', nh='518'
52: bs='76', decay='0.005105926005074612', ep='148', lr='0.09974399994293717', momentum='0.9994260073789125', nh='327'
53: bs='77', decay='6.671933204120951E-4', ep='111', lr='0.027674691324273595', momentum='0.6934011764355704', nh='742'
54: bs='28', decay='0.0018599622472876265', ep='156', lr='0.06895181396408975', momentum='0.9991849991673585', nh='223'
55: bs='64', decay='0.004389707294289682', ep='222', lr='0.01515325605673875', momentum='0.5752556396653155', nh='821'
56: bs='70', decay='8.915256912644447E-4', ep='220', lr='0.02979758542859859', momentum='0.8544106898532433', nh='862'
57: bs='71', decay='0.004349629756518556', ep='225', lr='0.0469927976153626', momentum='0.5402569438993228', nh='916'
58: bs='97', decay='1.4627615134810859E-4', ep='198', lr='0.08541240403459749', momentum='0.3607470931785387', nh='550'
59: bs='73', decay='0.005188479526164718', ep='195', lr='0.04880618602658123', momentum='0.6074193650605344', nh='751'
60: bs='89', decay='0.005138368671851224', ep='141', lr='0.024822438129466606', momentum='0.6569052705526579', nh='229'
61: bs='64', decay='0.004156020808201275', ep='225', lr='0.025003901381440145', momentum='0.329404207859276', nh='908'
62: bs='16', decay='0.004269660581765492', ep='108', lr='0.09272366319357059', momentum='0.3778064874668196', nh='229'
63: bs='66', decay='0.0041507991473942974', ep='210', lr='0.0545551669140883', momentum='0.5034639819807858', nh='702'
64: bs='93', decay='0.0060178497617265955', ep='190', lr='0.0829917694479149', momentum='0.8352676343835836', nh='676'
65: bs='66', decay='0.004379187283191515', ep='222', lr='0.019239876927916587', momentum='0.39934861535262584', nh='867'
66: bs='40', decay='0.004079931087497646', ep='208', lr='0.05246269107717833', momentum='0.5332698584233582', nh='691'
67: bs='36', decay='0.002676534965588202', ep='237', lr='0.08273724473453321', momentum='0.5235066147859415', nh='529'
68: bs='86', decay='0.004110971876825782', ep='228', lr='0.055634705802421504', momentum='0.8288762853205884', nh='867'
69: bs='95', decay='0.004134809460553706', ep='137', lr='0.045488876327440364', momentum='0.41903072725609825', nh='398'
70: bs='13', decay='0.004109602304601485', ep='200', lr='0.032619946030902056', momentum='0.49960728568047996', nh='683'
71: bs='19', decay='3.2747217114794053E-4', ep='113', lr='0.012515261710215948', momentum='0.3913421364525572', nh='114'
72: bs='99', decay='0.0040950874433173115', ep='217', lr='0.028653487581829673', momentum='0.36514188546019544', nh='870'
73: bs='54', decay='0.0015449222888011516', ep='243', lr='0.022899172910883614', momentum='0.4292699847739412', nh='110'
74: bs='22', decay='0.0041192688773708476', ep='227', lr='0.04076484119600064', momentum='0.7338842734617714', nh='918'
75: bs='29', decay='0.0036966060282682183', ep='225', lr='0.060708904315051083', momentum='0.6163141205776448', nh='696'
76: bs='22', decay='0.004073967197441967', ep='249', lr='0.025315542171484382', momentum='0.47706106836617534', nh='845'
77: bs='46', decay='0.002253083941799164', ep='218', lr='0.024937004171953468', momentum='0.9875092101685925', nh='374'
78: bs='40', decay='0.00564646902302143', ep='102', lr='0.04748192750859446', momentum='0.3193620257795741', nh='521'
79: bs='82', decay='0.0010705767082116555', ep='240', lr='0.025259412500321606', momentum='0.9862921244573268', nh='273'
80: bs='72', decay='0.005829953977918433', ep='209', lr='0.019557461289069003', momentum='0.5483623437276237', nh='338'
81: bs='85', decay='0.004829241820388018', ep='124', lr='0.04889453625418174', momentum='0.9860547143223708', nh='411'
82: bs='19', decay='0.00410619054449537', ep='141', lr='0.029757692988518887', momentum='1.0765459949371137', nh='864'
83: bs='29', decay='0.004568774656514551', ep='237', lr='0.028115933673238454', momentum='0.9861594158375455', nh='401'
84: bs='96', decay='0.009332579504975357', ep='190', lr='0.07682633339071403', momentum='0.972643744294579', nh='943'
85: bs='39', decay='0.0031016614908043402', ep='204', lr='0.04831501604383908', momentum='0.9877255557976945', nh='426'
86: bs='53', decay='0.004461906555572541', ep='104', lr='0.017256871124446543', momentum='1.0572496252305887', nh='871'
87: bs='82', decay='1.727408752737748E-4', ep='106', lr='0.08188439104421691', momentum='0.9920697662074927', nh='320'
88: bs='86', decay='0.004026721277282526', ep='216', lr='0.03986394732278066', momentum='0.8697066994323293', nh='867'
89: bs='74', decay='0.00907484005027862', ep='210', lr='0.04259260746392724', momentum='0.7618379262711938', nh='912'
90: bs='30', decay='0.003974289362468803', ep='112', lr='0.04097636418855404', momentum='0.8663707758314703', nh='903'
91: bs='37', decay='0.008198629113613872', ep='200', lr='0.02087736296016267', momentum='0.4281532456373586', nh='946'
92: bs='99', decay='0.006781106130748072', ep='128', lr='0.06473949567877445', momentum='0.9927735527198447', nh='275'
93: bs='90', decay='0.006758500355488098', ep='132', lr='0.014089534491739827', momentum='0.40224622979337515', nh='813'
94: bs='52', decay='0.004321821276391786', ep='221', lr='0.05092122745762225', momentum='0.8666334577483368', nh='765'
95: bs='78', decay='0.009179910057083197', ep='196', lr='0.06307422190593251', momentum='0.3629666801050798', nh='844'
96: bs='70', decay='0.0043489516069795614', ep='235', lr='0.08033597561902896', momentum='0.8804552721309298', nh='862'
97: bs='99', decay='0.008310828930907638', ep='152', lr='0.068810874578546', momentum='1.0955372373444514', nh='661'
98: bs='78', decay='0.005322918503135595', ep='127', lr='0.08875308166973747', momentum='0.8632481324260115', nh='704'
99: bs='56', decay='0.004150087685898255', ep='210', lr='0.05393766772042936', momentum='0.5072122480886728', nh='366'
100: bs='86', decay='0.007833476178023852', ep='232', lr='0.0287327984246634', momentum='0.8202343005052164', nh='620'
