Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
18,18,1,33.810143,0,1.7976931348623157E308,-1,0.0,0.0,1,33.810143,2,0.0,SAT,,89.368,
19,19,1,45.036844,0,1.7976931348623157E308,-1,0.0,0.0,1,45.036844,2,0.0,SAT,,204.102,
20,20,1,34.20026,0,1.7976931348623157E308,-1,0.0,0.0,1,34.20026,2,0.0,SAT,,346.82,
21,21,1,40.745557,0,1.7976931348623157E308,-1,0.0,0.0,1,40.745557,2,0.0,SAT,,281.45,
22,22,1,34.243606,0,1.7976931348623157E308,-1,0.0,0.0,1,34.243606,2,0.0,SAT,,156.891,
23,23,1,45.123537,0,1.7976931348623157E308,-1,0.0,0.0,1,45.123537,3,0.0,SAT,,582.682,
24,24,1,37.017772,0,1.7976931348623157E308,-1,0.0,0.0,1,37.017772,3,0.0,SAT,,84.404,
25,25,1,44.863459,0,1.7976931348623157E308,-1,0.0,0.0,1,44.863459,3,0.0,SAT,,137.675,
26,26,1,46.684005,0,1.7976931348623157E308,-1,0.0,0.0,1,46.684005,3,0.0,SAT,,51.55,
27,27,1,42.392718,0,1.7976931348623157E308,-1,0.0,0.0,1,42.392718,3,0.0,SAT,,139.127,
28,28,1,34.937148,0,1.7976931348623157E308,-1,0.0,0.0,1,34.937148,3,0.0,SAT,,67.921,
29,29,1,45.903771,0,1.7976931348623157E308,-1,0.0,0.0,1,45.903771,3,0.0,SAT,,40.334,
30,30,1,34.070221,0,1.7976931348623157E308,-1,0.0,0.0,1,34.070221,3,0.0,SAT,,201.476,
31,31,1,42.566103,0,1.7976931348623157E308,-1,0.0,0.0,1,42.566103,3,0.0,SAT,,117.523,
32,32,1,32.943216,0,1.7976931348623157E308,-1,0.0,0.0,1,32.943216,3,0.0,SAT,,212.975,
33,33,1,34.113567,0,1.7976931348623157E308,-1,0.0,0.0,1,34.113567,4,0.0,SAT,,146.22,
34,34,1,34.893801,0,1.7976931348623157E308,-1,0.0,0.0,1,34.893801,4,0.0,SAT,,64.555,
35,35,1,35.197226,0,1.7976931348623157E308,-1,0.0,0.0,1,35.197226,4,0.0,SAT,,371.481,
36,36,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,4,0.0,SAT,,211.306,
37,37,1,35.413958,0,1.7976931348623157E308,-1,0.0,0.0,1,35.413958,4,0.0,SAT,,395.976,
38,38,1,39.185089,0,1.7976931348623157E308,-1,0.0,0.0,1,39.185089,4,0.0,SAT,,192.832,
39,39,1,33.72345,0,1.7976931348623157E308,-1,0.0,0.0,1,33.72345,4,0.0,SAT,,212.576,
40,40,1,40.225401,0,1.7976931348623157E308,-1,0.0,0.0,1,40.225401,4,0.0,SAT,,54.682,
41,41,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,4,0.0,SAT,,184.274,
42,42,1,36.931079,0,1.7976931348623157E308,-1,0.0,0.0,1,36.931079,4,0.0,SAT,,201.639,
43,43,1,34.67707,0,1.7976931348623157E308,-1,0.0,0.0,1,34.67707,4,0.0,SAT,,166.508,
44,44,1,58.040746,0,1.7976931348623157E308,-1,0.0,0.0,1,58.040746,5,0.0,SAT,,168.163,
45,45,1,44.25661,0,1.7976931348623157E308,-1,0.0,0.0,1,44.25661,5,0.0,SAT,,167.428,
46,46,1,65.669701,0,1.7976931348623157E308,-1,0.0,0.0,1,65.669701,5,0.0,SAT,,171.07,
47,47,1,54.573039,0,1.7976931348623157E308,-1,0.0,0.0,1,54.573039,5,0.0,SAT,,140.931,
48,48,1,76.896402,0,1.7976931348623157E308,-1,0.0,0.0,1,76.896402,5,0.0,SAT,,215.537,
49,49,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,5,0.0,SAT,,107.487,
50,50,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,5,0.0,SAT,,81.055,
51,51,1,36.280884,0,1.7976931348623157E308,-1,0.0,0.0,1,36.280884,5,0.0,SAT,,98.025,
52,52,1,65.106199,0,1.7976931348623157E308,-1,0.0,0.0,1,65.106199,5,0.0,SAT,,82.638,
53,53,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,5,0.0,SAT,,94.094,
54,54,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,5,0.0,SAT,,122.348,
55,55,1,34.633723,0,1.7976931348623157E308,-1,0.0,0.0,1,34.633723,6,0.0,SAT,,214.878,
56,56,1,33.550065,0,1.7976931348623157E308,-1,0.0,0.0,1,33.550065,6,0.0,SAT,,204.816,
57,57,1,33.289987,0,1.7976931348623157E308,-1,0.0,0.0,1,33.289987,6,0.0,SAT,,222.013,
58,58,1,35.02384,0,1.7976931348623157E308,-1,0.0,0.0,1,35.02384,6,0.0,SAT,,116.29,
59,59,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,6,0.0,SAT,,160.561,
60,60,1,40.875596,0,1.7976931348623157E308,-1,0.0,0.0,1,40.875596,6,0.0,SAT,,56.585,
61,61,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,6,0.0,SAT,,233.496,
62,62,1,39.098396,0,1.7976931348623157E308,-1,0.0,0.0,1,39.098396,6,0.0,SAT,,113.873,
63,63,1,32.986563,0,1.7976931348623157E308,-1,0.0,0.0,1,32.986563,6,0.0,SAT,,178.635,
64,64,1,36.280884,0,1.7976931348623157E308,-1,0.0,0.0,1,36.280884,6,0.0,SAT,,135.223,
65,65,1,34.243606,0,1.7976931348623157E308,-1,0.0,0.0,1,34.243606,6,0.0,SAT,,211.831,
66,66,1,34.070221,0,1.7976931348623157E308,-1,0.0,0.0,1,34.070221,7,0.0,SAT,,232.318,
67,67,1,33.940182,0,1.7976931348623157E308,-1,0.0,0.0,1,33.940182,7,0.0,SAT,,242.875,
68,68,1,33.853489,0,1.7976931348623157E308,-1,0.0,0.0,1,33.853489,7,0.0,SAT,,186.096,
69,69,1,35.02384,0,1.7976931348623157E308,-1,0.0,0.0,1,35.02384,7,0.0,SAT,,75.165,
70,70,1,35.02384,0,1.7976931348623157E308,-1,0.0,0.0,1,35.02384,7,0.0,SAT,,546.103,
71,71,1,44.299957,0,1.7976931348623157E308,-1,0.0,0.0,1,44.299957,7,0.0,SAT,,83.146,
72,72,1,35.543997,0,1.7976931348623157E308,-1,0.0,0.0,1,35.543997,7,0.0,SAT,,170.971,
73,73,1,45.253576,0,1.7976931348623157E308,-1,0.0,0.0,1,45.253576,7,0.0,SAT,,84.689,
74,74,1,37.407889,0,1.7976931348623157E308,-1,0.0,0.0,1,37.407889,7,0.0,SAT,,523.318,
75,75,1,34.850455,0,1.7976931348623157E308,-1,0.0,0.0,1,34.850455,7,0.0,SAT,,327.375,
76,76,1,33.333333,0,1.7976931348623157E308,-1,0.0,0.0,1,33.333333,7,0.0,SAT,,501.981,
77,77,1,37.928045,0,1.7976931348623157E308,-1,0.0,0.0,1,37.928045,8,0.0,SAT,,155.983,
78,78,1,33.983528,0,1.7976931348623157E308,-1,0.0,0.0,1,33.983528,8,0.0,SAT,,96.1,
79,79,1,36.150845,0,1.7976931348623157E308,-1,0.0,0.0,1,36.150845,8,0.0,SAT,,101.954,
80,80,1,37.407889,0,1.7976931348623157E308,-1,0.0,0.0,1,37.407889,8,0.0,SAT,,105.195,
81,81,1,39.228435,0,1.7976931348623157E308,-1,0.0,0.0,1,39.228435,8,0.0,SAT,,67.157,
82,82,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,8,0.0,SAT,,309.422,
83,83,1,45.123537,0,1.7976931348623157E308,-1,0.0,0.0,1,45.123537,8,0.0,SAT,,238.647,
84,84,1,46.467274,0,1.7976931348623157E308,-1,0.0,0.0,1,46.467274,8,0.0,SAT,,158.543,
85,85,1,45.470308,0,1.7976931348623157E308,-1,0.0,0.0,1,45.470308,8,0.0,SAT,,178.054,
86,86,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,8,0.0,SAT,,111.275,
87,87,1,43.90984,0,1.7976931348623157E308,-1,0.0,0.0,1,43.90984,8,0.0,SAT,,54.643,
88,88,1,34.330299,0,1.7976931348623157E308,-1,0.0,0.0,1,34.330299,9,0.0,SAT,,184.499,
89,89,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,9,0.0,SAT,,197.741,
90,90,1,36.237538,0,1.7976931348623157E308,-1,0.0,0.0,1,36.237538,9,0.0,SAT,,190.131,
91,91,1,33.680104,0,1.7976931348623157E308,-1,0.0,0.0,1,33.680104,9,0.0,SAT,,302.204,
92,92,1,46.077156,0,1.7976931348623157E308,-1,0.0,0.0,1,46.077156,9,0.0,SAT,,54.083,
93,93,1,37.364543,0,1.7976931348623157E308,-1,0.0,0.0,1,37.364543,9,0.0,SAT,,104.251,
94,94,1,35.197226,0,1.7976931348623157E308,-1,0.0,0.0,1,35.197226,9,0.0,SAT,,229.602,
95,95,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,9,0.0,SAT,,167.014,
96,96,1,36.237538,0,1.7976931348623157E308,-1,0.0,0.0,1,36.237538,9,0.0,SAT,,224.471,
97,97,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,9,0.0,SAT,,91.555,
98,98,1,37.147811,0,1.7976931348623157E308,-1,0.0,0.0,1,37.147811,9,0.0,SAT,,104.86,
99,99,1,34.850455,0,1.7976931348623157E308,-1,0.0,0.0,1,34.850455,10,0.0,SAT,,128.241,
100,100,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,10,0.0,SAT,,157.262,
