Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
83,83,1,33.810143,0,1.7976931348623157E308,-1,0.0,0.0,1,33.810143,8,0.0,SAT,,88.414,
84,84,1,40.095362,0,1.7976931348623157E308,-1,0.0,0.0,1,40.095362,8,0.0,SAT,,54.565,
85,85,1,33.766797,0,1.7976931348623157E308,-1,0.0,0.0,1,33.766797,8,0.0,SAT,,90.029,
86,86,1,54.703078,0,1.7976931348623157E308,-1,0.0,0.0,1,54.703078,8,0.0,SAT,,20.688,
87,87,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,8,0.0,SAT,,87.895,
88,88,1,39.575206,0,1.7976931348623157E308,-1,0.0,0.0,1,39.575206,9,0.0,SAT,,211.759,
89,89,1,54.139575,0,1.7976931348623157E308,-1,0.0,0.0,1,54.139575,9,0.0,SAT,,20.965,
90,90,1,42.392718,0,1.7976931348623157E308,-1,0.0,0.0,1,42.392718,9,0.0,SAT,,214.118,
91,91,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,9,0.0,SAT,,197.884,
92,92,1,39.141743,0,1.7976931348623157E308,-1,0.0,0.0,1,39.141743,9,0.0,SAT,,210.927,
93,93,1,35.370611,0,1.7976931348623157E308,-1,0.0,0.0,1,35.370611,9,0.0,SAT,,127.439,
94,94,1,49.544863,0,1.7976931348623157E308,-1,0.0,0.0,1,49.544863,9,0.0,SAT,,89.824,
95,95,1,39.05505,0,1.7976931348623157E308,-1,0.0,0.0,1,39.05505,9,0.0,SAT,,54.042,
96,96,1,41.569137,0,1.7976931348623157E308,-1,0.0,0.0,1,41.569137,9,0.0,SAT,,215.52,
97,97,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,9,0.0,SAT,,58.64,
98,98,1,52.405722,0,1.7976931348623157E308,-1,0.0,0.0,1,52.405722,9,0.0,SAT,,87.391,
99,99,1,36.020806,0,1.7976931348623157E308,-1,0.0,0.0,1,36.020806,10,0.0,SAT,,213.29,
100,100,1,57.130472,0,1.7976931348623157E308,-1,0.0,0.0,1,57.130472,10,0.0,SAT,,28.319,
