Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
69,69,1,35.110533,0,1.7976931348623157E308,-1,0.0,0.0,1,35.110533,7,0.0,SAT,,319.704,
70,70,1,47.420893,0,1.7976931348623157E308,-1,0.0,0.0,1,47.420893,7,0.0,SAT,,332.596,
71,71,1,34.460338,0,1.7976931348623157E308,-1,0.0,0.0,1,34.460338,7,0.0,SAT,,300.554,
72,72,1,48.417859,0,1.7976931348623157E308,-1,0.0,0.0,1,48.417859,7,0.0,SAT,,231.464,
73,73,1,36.714348,0,1.7976931348623157E308,-1,0.0,0.0,1,36.714348,7,0.0,SAT,,435.863,
74,74,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,7,0.0,SAT,,219.108,
75,75,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,7,0.0,SAT,,293.583,
76,76,1,47.637625,0,1.7976931348623157E308,-1,0.0,0.0,1,47.637625,7,0.0,SAT,,352.244,
77,77,1,36.194192,0,1.7976931348623157E308,-1,0.0,0.0,1,36.194192,8,0.0,SAT,,218.199,
78,78,1,33.940182,0,1.7976931348623157E308,-1,0.0,0.0,1,33.940182,8,0.0,SAT,,216.095,
79,79,1,35.587343,0,1.7976931348623157E308,-1,0.0,0.0,1,35.587343,8,0.0,SAT,,158.569,
80,80,1,32.986563,0,1.7976931348623157E308,-1,0.0,0.0,1,32.986563,8,0.0,SAT,,309.563,
81,81,1,35.067187,0,1.7976931348623157E308,-1,0.0,0.0,1,35.067187,8,0.0,SAT,,179.317,
82,82,1,33.680104,0,1.7976931348623157E308,-1,0.0,0.0,1,33.680104,8,0.0,SAT,,259.74,
83,83,1,34.720416,0,1.7976931348623157E308,-1,0.0,0.0,1,34.720416,8,0.0,SAT,,235.822,
84,84,1,33.636758,0,1.7976931348623157E308,-1,0.0,0.0,1,33.636758,8,0.0,SAT,,648.664,
85,85,1,35.543997,0,1.7976931348623157E308,-1,0.0,0.0,1,35.543997,8,0.0,SAT,,289.788,
86,86,1,39.011704,0,1.7976931348623157E308,-1,0.0,0.0,1,39.011704,8,0.0,SAT,,613.235,
87,87,1,34.113567,0,1.7976931348623157E308,-1,0.0,0.0,1,34.113567,8,0.0,SAT,,180.794,
88,88,1,35.240572,0,1.7976931348623157E308,-1,0.0,0.0,1,35.240572,9,0.0,SAT,,295.221,
89,89,1,33.333333,0,1.7976931348623157E308,-1,0.0,0.0,1,33.333333,9,0.0,SAT,,173.691,
90,90,1,35.240572,0,1.7976931348623157E308,-1,0.0,0.0,1,35.240572,9,0.0,SAT,,292.139,
91,91,1,35.847421,0,1.7976931348623157E308,-1,0.0,0.0,1,35.847421,9,0.0,SAT,,196.566,
92,92,1,35.760728,0,1.7976931348623157E308,-1,0.0,0.0,1,35.760728,9,0.0,SAT,,283.654,
93,93,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,9,0.0,SAT,,142.402,
94,94,1,35.370611,0,1.7976931348623157E308,-1,0.0,0.0,1,35.370611,9,0.0,SAT,,309.217,
95,95,1,33.680104,0,1.7976931348623157E308,-1,0.0,0.0,1,33.680104,9,0.0,SAT,,315.956,
96,96,1,35.197226,0,1.7976931348623157E308,-1,0.0,0.0,1,35.197226,9,0.0,SAT,,121.463,
97,97,1,33.810143,0,1.7976931348623157E308,-1,0.0,0.0,1,33.810143,9,0.0,SAT,,183.068,
98,98,1,35.717382,0,1.7976931348623157E308,-1,0.0,0.0,1,35.717382,9,0.0,SAT,,153.547,
99,99,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,10,0.0,SAT,,266.325,
100,100,1,39.141743,0,1.7976931348623157E308,-1,0.0,0.0,1,39.141743,10,0.0,SAT,,185.069,
101,101,1,32.639792,0,1.7976931348623157E308,-1,0.0,0.0,1,32.639792,10,0.0,SAT,,476.361,
102,102,1,37.27785,0,1.7976931348623157E308,-1,0.0,0.0,1,37.27785,10,0.0,SAT,,683.849,
103,103,1,33.289987,0,1.7976931348623157E308,-1,0.0,0.0,1,33.289987,10,0.0,SAT,,215.843,
104,104,1,35.804075,0,1.7976931348623157E308,-1,0.0,0.0,1,35.804075,10,0.0,SAT,,101.952,
105,105,1,34.113567,0,1.7976931348623157E308,-1,0.0,0.0,1,34.113567,10,0.0,SAT,,204.552,
106,106,1,33.636758,0,1.7976931348623157E308,-1,0.0,0.0,1,33.636758,10,0.0,SAT,,216.057,
107,107,1,37.407889,0,1.7976931348623157E308,-1,0.0,0.0,1,37.407889,10,0.0,SAT,,371.209,
108,108,1,35.110533,0,1.7976931348623157E308,-1,0.0,0.0,1,35.110533,10,0.0,SAT,,472.586,
109,109,1,33.420026,0,1.7976931348623157E308,-1,0.0,0.0,1,33.420026,10,0.0,SAT,,180.058,
110,110,1,33.073255,0,1.7976931348623157E308,-1,0.0,0.0,1,33.073255,11,0.0,SAT,,429.792,
111,111,1,35.197226,0,1.7976931348623157E308,-1,0.0,0.0,1,35.197226,11,0.0,SAT,,122.076,
112,112,1,33.896836,0,1.7976931348623157E308,-1,0.0,0.0,1,33.896836,11,0.0,SAT,,407.999,
113,113,1,33.116602,0,1.7976931348623157E308,-1,0.0,0.0,1,33.116602,11,0.0,SAT,,122.461,
114,114,1,32.596446,0,1.7976931348623157E308,-1,0.0,0.0,1,32.596446,11,0.0,SAT,,262.008,
115,115,1,35.890767,0,1.7976931348623157E308,-1,0.0,0.0,1,35.890767,11,0.0,SAT,,176.212,
116,116,1,33.203294,0,1.7976931348623157E308,-1,0.0,0.0,1,33.203294,11,0.0,SAT,,499.494,
117,117,1,33.72345,0,1.7976931348623157E308,-1,0.0,0.0,1,33.72345,11,0.0,SAT,,173.991,
118,118,1,33.550065,0,1.7976931348623157E308,-1,0.0,0.0,1,33.550065,11,0.0,SAT,,239.543,
119,119,1,33.159948,0,1.7976931348623157E308,-1,0.0,0.0,1,33.159948,11,0.0,SAT,,300.081,
120,120,1,33.853489,0,1.7976931348623157E308,-1,0.0,0.0,1,33.853489,11,0.0,SAT,,272.062,
121,121,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,12,0.0,SAT,,227.6,
122,122,1,33.766797,0,1.7976931348623157E308,-1,0.0,0.0,1,33.766797,12,0.0,SAT,,337.328,
123,123,1,35.240572,0,1.7976931348623157E308,-1,0.0,0.0,1,35.240572,12,0.0,SAT,,639.373,
124,124,1,34.416992,0,1.7976931348623157E308,-1,0.0,0.0,1,34.416992,12,0.0,SAT,,473.281,
125,125,1,35.717382,0,1.7976931348623157E308,-1,0.0,0.0,1,35.717382,12,0.0,SAT,,621.356,
126,126,1,33.593411,0,1.7976931348623157E308,-1,0.0,0.0,1,33.593411,12,0.0,SAT,,341.502,
127,127,1,34.503684,0,1.7976931348623157E308,-1,0.0,0.0,1,34.503684,12,0.0,SAT,,415.943,
128,128,1,38.57824,0,1.7976931348623157E308,-1,0.0,0.0,1,38.57824,12,0.0,SAT,,106.897,
129,129,1,35.543997,0,1.7976931348623157E308,-1,0.0,0.0,1,35.543997,12,0.0,SAT,,214.655,
130,130,1,34.20026,0,1.7976931348623157E308,-1,0.0,0.0,1,34.20026,12,0.0,SAT,,104.084,
131,131,1,35.630689,0,1.7976931348623157E308,-1,0.0,0.0,1,35.630689,12,0.0,SAT,,289.481,
132,132,1,34.720416,0,1.7976931348623157E308,-1,0.0,0.0,1,34.720416,13,0.0,SAT,,122.346,
133,133,1,39.87863,0,1.7976931348623157E308,-1,0.0,0.0,1,39.87863,13,0.0,SAT,,452.079,
134,134,1,35.240572,0,1.7976931348623157E308,-1,0.0,0.0,1,35.240572,13,0.0,SAT,,286.397,
135,135,1,35.587343,0,1.7976931348623157E308,-1,0.0,0.0,1,35.587343,13,0.0,SAT,,160.616,
136,136,1,34.807109,0,1.7976931348623157E308,-1,0.0,0.0,1,34.807109,13,0.0,SAT,,246.61,
137,137,1,37.364543,0,1.7976931348623157E308,-1,0.0,0.0,1,37.364543,13,0.0,SAT,,270.218,
138,138,1,35.197226,0,1.7976931348623157E308,-1,0.0,0.0,1,35.197226,13,0.0,SAT,,204.89,
139,139,1,84.872128,0,1.7976931348623157E308,-1,0.0,0.0,1,84.872128,13,0.0,SAT,,188.481,
140,140,1,36.280884,0,1.7976931348623157E308,-1,0.0,0.0,1,36.280884,13,0.0,SAT,,544.887,
141,141,1,40.312094,0,1.7976931348623157E308,-1,0.0,0.0,1,40.312094,13,0.0,SAT,,392.453,
142,142,1,35.847421,0,1.7976931348623157E308,-1,0.0,0.0,1,35.847421,13,0.0,SAT,,180.0,
