Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
105,105,1,36.410923,0,1.7976931348623157E308,-1,0.0,0.0,1,36.410923,10,0.0,SAT,,148.534,
106,106,1,40.485479,0,1.7976931348623157E308,-1,0.0,0.0,1,40.485479,10,0.0,SAT,,116.589,
107,107,1,34.330299,0,1.7976931348623157E308,-1,0.0,0.0,1,34.330299,10,0.0,SAT,,79.782,
108,108,1,34.373645,0,1.7976931348623157E308,-1,0.0,0.0,1,34.373645,10,0.0,SAT,,237.613,
109,109,1,35.153879,0,1.7976931348623157E308,-1,0.0,0.0,1,35.153879,10,0.0,SAT,,82.162,
110,110,1,34.893801,0,1.7976931348623157E308,-1,0.0,0.0,1,34.893801,11,0.0,SAT,,167.679,
111,111,1,34.243606,0,1.7976931348623157E308,-1,0.0,0.0,1,34.243606,11,0.0,SAT,,766.646,
112,112,1,34.720416,0,1.7976931348623157E308,-1,0.0,0.0,1,34.720416,11,0.0,SAT,,189.251,
113,113,1,34.937148,0,1.7976931348623157E308,-1,0.0,0.0,1,34.937148,11,0.0,SAT,,462.319,
114,114,1,34.547031,0,1.7976931348623157E308,-1,0.0,0.0,1,34.547031,11,0.0,SAT,,163.312,
115,115,1,35.804075,0,1.7976931348623157E308,-1,0.0,0.0,1,35.804075,11,0.0,SAT,,64.87,
116,116,1,35.847421,0,1.7976931348623157E308,-1,0.0,0.0,1,35.847421,11,0.0,SAT,,114.529,
117,117,1,34.070221,0,1.7976931348623157E308,-1,0.0,0.0,1,34.070221,11,0.0,SAT,,202.349,
118,118,1,35.02384,0,1.7976931348623157E308,-1,0.0,0.0,1,35.02384,11,0.0,SAT,,134.904,
119,119,1,34.763762,0,1.7976931348623157E308,-1,0.0,0.0,1,34.763762,11,0.0,SAT,,168.443,
120,120,1,34.937148,0,1.7976931348623157E308,-1,0.0,0.0,1,34.937148,11,0.0,SAT,,110.051,
121,121,1,35.847421,0,1.7976931348623157E308,-1,0.0,0.0,1,35.847421,12,0.0,SAT,,55.636,
122,122,1,34.547031,0,1.7976931348623157E308,-1,0.0,0.0,1,34.547031,12,0.0,SAT,,236.192,
123,123,1,35.674036,0,1.7976931348623157E308,-1,0.0,0.0,1,35.674036,12,0.0,SAT,,85.753,
124,124,1,35.543997,0,1.7976931348623157E308,-1,0.0,0.0,1,35.543997,12,0.0,SAT,,387.145,
125,125,1,35.153879,0,1.7976931348623157E308,-1,0.0,0.0,1,35.153879,12,0.0,SAT,,117.625,
126,126,1,34.026875,0,1.7976931348623157E308,-1,0.0,0.0,1,34.026875,12,0.0,SAT,,152.957,
127,127,1,36.887733,0,1.7976931348623157E308,-1,0.0,0.0,1,36.887733,12,0.0,SAT,,56.79,
128,128,1,34.893801,0,1.7976931348623157E308,-1,0.0,0.0,1,34.893801,12,0.0,SAT,,147.628,
129,129,1,36.237538,0,1.7976931348623157E308,-1,0.0,0.0,1,36.237538,12,0.0,SAT,,78.979,
