"Validation Configuration ID","Configuration ","Sample Call String"
"1","-bs '100' -decay '0.004077226611553451' -ep '250' -lr '0.04442860003878251' -momentum '0.3776548915925614' -nh '1000'","./wrapper.sh no_instance 0 1.7976931348623157E308 2147483647 -1 -bs '100' -decay '0.004077226611553451' -ep '250' -lr '0.04442860003878251' -momentum '0.3776548915925614' -nh '1000' "
